1000,0.533
2000,0.542
3000,0.555333
4000,0.5705
5000,0.5766
6000,0.581667
7000,0.588286
8000,0.588375
9000,0.594111
10000,0.6015
11000,0.602636
12000,0.605833
13000,0.610692
14000,0.6125
15000,0.6152
16000,0.616938
17000,0.619176
18000,0.621333
19000,0.623105
20000,0.62385
21000,0.626524
22000,0.628227
23000,0.630957
24000,0.631875
25000,0.63364
26000,0.635308
27000,0.637074
28000,0.638643
29000,0.64031
30000,0.640867
31000,0.641258
32000,0.642813
33000,0.643758
34000,0.644941
35000,0.645171
36000,0.647222
37000,0.648541
38000,0.648895
39000,0.650026
40000,0.65075
41000,0.651683
42000,0.652857
43000,0.653744
44000,0.654568
45000,0.656022
46000,0.656478
47000,0.657723
48000,0.658875
49000,0.659735
50000,0.66064
51000,0.661647
52000,0.662135
53000,0.662623
54000,0.663778
55000,0.664727
56000,0.665679
57000,0.666386
58000,0.667034
59000,0.66778
60000,0.668417
61000,0.66923
62000,0.669903
63000,0.670889
64000,0.671141
65000,0.671569
66000,0.672439
67000,0.673239
68000,0.673868
69000,0.674377
70000,0.674957
