0000000000001,0.684001
00000000000010,0.684001
00000000000011,0.684001
00000000000012,0.684001
0000000000002,0.684001
0000000000003,0.684001
0000000000004,0.684001
0000000000005,0.684001
0000000000006,0.684001
0000000000007,0.684001
0000000000008,0.684001
0000000000009,0.684001
0000000000011,0.676382
00000000000110,1.70748
00000000000111,0.708397
0000000000012,0.742502
0000000000013,0.661468
0000000000014,0.710132
0000000000015,0.740647
0000000000016,0.748304
0000000000017,1.71
0000000000018,0.746693
0000000000019,1.70808
0000000000101,0.746521
00000000001010,0.748986
00000000001012,0.742539
0000000000102,0.68128
0000000000103,0.748262
0000000000104,0.744654
0000000000105,0.686941
0000000000106,1.71
0000000000107,0.729763
0000000000108,1.69789
0000000000109,1.62945
0000000000111,0.0766431
00000000001110,0.145965
0000000000112,0.0577687
0000000000113,0.114195
0000000000114,0.0976789
0000000000115,0.0537874
0000000000116,1.15443
0000000000117,1.59092
0000000000118,1.87501
0000000000119,0.873158
0000000001001,0.688016
00000000010011,0.743737
00000000010012,1.696
0000000001002,0.744095
0000000001003,0.685863
0000000001004,0.739456
0000000001005,0.724113
0000000001006,0.747538
0000000001007,1.71
0000000001008,0.737135
0000000001009,1.70931
0000000001011,0.208732
00000000010111,0.256749
0000000001012,0.736894
0000000001013,0.408601
0000000001014,0.0385193
0000000001015,0.833952
0000000001016,0.496437
0000000001017,4.27501
0000000001018,0.214157
0000000001019,1.86194
0000000001101,0.0899227
00000000011012,0.141689
0000000001102,0.147114
0000000001103,0.0756955
0000000001104,0.0345372
0000000001105,0.17101
0000000001106,1.08023
0000000001107,0.907994
0000000001108,1.87501
0000000001109,0.241798
0000000001111,0.0211586
0000000001112,0.0696698
0000000001113,0.031244
0000000001114,0.0139076
0000000001115,0.0358148
0000000001116,1.53628
0000000001117,0.937454
0000000001118,0.0725251
0000000001119,0.591214
0000000010001,0.741298
00000000100010,1.70879
00000000100011,1.7084
00000000100012,1.70194
0000000010002,0.719068
0000000010003,0.735102
0000000010004,0.744539
0000000010005,0.687491
0000000010006,1.70868
0000000010007,1.70696
0000000010008,1.71
0000000010011,0.127671
00000000100110,1.05255
00000000100111,0.94291
0000000010012,0.519677
0000000010013,0.449205
0000000010014,0.780874
0000000010015,1.12981
0000000010016,0.482833
0000000010017,4.27501
0000000010018,0.675002
0000000010101,0.634064
00000000101010,0.777246
00000000101012,0.716767
0000000010102,0.734413
0000000010103,0.113619
0000000010104,0.655624
0000000010105,0.348955
0000000010106,2.5334
0000000010107,0.303006
0000000010108,4.27501
0000000010111,0.00797143
00000000101110,0.288
0000000010112,0.00942304
0000000010113,0
0000000010114,0.0026624
0000000010115,0
0000000010116,0.319481
0000000010117,4.21364
0000000010118,0
0000000011001,0.458438
00000000110011,1.20125
00000000110012,3.02075
0000000011002,0.937926
0000000011003,0.531645
0000000011004,0.237555
0000000011005,0.985579
0000000011006,1.03543
0000000011007,4.27501
0000000011008,1.28869
0000000011011,0.600336
00000000110111,0
0000000011012,0
0000000011013,0
0000000011014,0
0000000011015,0.187501
0000000011016,0.001024
0000000011017,10.1889
0000000011018,0
0000000011101,0
00000000111012,0.02304
0000000011102,0.00479457
0000000011103,0.0562176
0000000011104,0
0000000011105,0.00186066
0000000011106,0.873234
0000000011107,1.22746
0000000011108,4.47152
0000000011111,0
0000000011112,0
0000000011113,0.5184
0000000011114,0
0000000011115,0
0000000011116,1.13588
0000000011117,8.94847
0000000011118,0.970955
0000000100001,0.748412
00000001000010,0.747837
00000001000011,1.71
00000001000012,0.724727
0000000100002,0.671589
0000000100003,0.741511
0000000100004,0.747582
0000000100005,0.686574
0000000100006,1.69444
0000000100007,0.707414
0000000100009,1.7044
0000000100011,0.0351969
00000001000110,0.227203
00000001000111,1.26358
0000000100012,0.0557479
0000000100013,0.0430066
0000000100014,0.135912
0000000100015,0.201932
0000000100016,0.926619
0000000100017,1.87501
0000000100019,0.913428
0000000100101,0.778693
00000001001010,1.36365
00000001001012,1.48345
0000000100102,1.15723
0000000100103,0.846474
0000000100104,0.954517
0000000100105,1.48739
0000000100106,3.45717
0000000100107,1.27834
0000000100109,4.27501
0000000100111,0.810559
00000001001110,1.22724
0000000100112,0.745658
0000000100113,0.34792
0000000100114,0.310784
0000000100115,0.00946472
0000000100116,1.56589
0000000100117,0.0343923
0000000100119,4.68751
0000000101001,0.0740945
00000001010011,1.07855
00000001010012,0.158846
0000000101002,0.0991593
0000000101003,0.0616852
0000000101004,0.117594
0000000101005,0.045137
0000000101006,0.275416
0000000101007,1.87501
0000000101009,1.62368
0000000101011,0
00000001010111,0.455502
0000000101012,1.07041
0000000101013,0.0108505
0000000101014,0.0356401
0000000101015,0.0419655
0000000101016,0.0258628
0000000101017,0.590561
0000000101019,0.794795
0000000101101,0.484601
00000001011012,0.02304
0000000101102,0.379963
0000000101103,0.892004
0000000101104,0.629825
0000000101105,0.3807
0000000101106,4.68751
0000000101107,0
0000000101109,1.68745
0000000101111,0.00259512
0000000101112,0.271198
0000000101113,0.0474733
0000000101114,0.0053622
0000000101115,0.428042
0000000101116,0.715237
0000000101117,1.86901
0000000101119,5.71863
0000000110001,0.915001
00000001100010,0.921555
00000001100011,4.27501
00000001100012,0.913344
0000000110002,1.3471
0000000110003,0.710943
0000000110004,1.10798
0000000110005,0.879655
0000000110006,3.37547
0000000110007,1.38342
0000000110011,0.00433654
00000001100110,1.46375
00000001100111,3.07782
0000000110012,0.0648282
0000000110013,0.0797286
0000000110014,0.125032
0000000110015,0.877463
0000000110016,3.35081
0000000110017,4.68751
0000000110101,3.33708
00000001101010,3.84985
00000001101012,2.76747
0000000110102,2.8669
0000000110103,2.76498
0000000110104,3.44766
0000000110105,2.89334
0000000110106,10.6875
0000000110107,2.28749
0000000110111,1.45377
00000001101110,2.51814
0000000110112,0.42091
0000000110113,1.0047
0000000110114,2.04677
0000000110115,2.80938
0000000110116,11.7188
0000000110117,2.81251
0000000111001,0.0776151
00000001110011,4.68751
00000001110012,2.01914
0000000111002,0.120611
0000000111003,0.4874
0000000111004,0.176743
0000000111005,0.0564847
0000000111006,0.742857
0000000111007,0.041472
0000000111011,0
00000001110111,0
0000000111012,0
0000000111013,0
0000000111014,0
0000000111015,0
0000000111016,0
0000000111017,6.74292
0000000111101,0.932106
00000001111012,2.05826
0000000111102,1.6291
0000000111103,2.17634
0000000111104,0.348604
0000000111105,3.12153
0000000111106,11.7188
0000000111107,3.37616
0000000111111,0.421584
0000000111112,0
0000000111113,0.858184
0000000111114,0
0000000111115,2.10991
0000000111116,14.2969
0000000111117,0
0000001000001,0.685334
00000010000010,1.71
00000010000011,0.731168
00000010000012,1.70772
0000001000002,1.70799
0000001000003,0.714492
0000001000004,1.68584
0000001000005,1.70468
0000001000006,0.7275
0000001000008,0.745424
0000001000009,1.70736
0000001000011,1.21678
00000010000110,4.27501
00000010000111,0.908051
0000001000012,1.38347
0000001000013,0.839743
0000001000014,0.674566
0000001000015,0.721472
0000001000016,1.17064
0000001000018,1.46795
0000001000019,2.91414
0000001000101,0.0854654
00000010001010,1.18161
00000010001012,1.29386
0000001000102,0.208565
0000001000103,0.0555287
0000001000104,0.265459
0000001000105,1.3118
0000001000106,1.87501
0000001000108,1.37767
0000001000109,1.0235
0000001000111,0.915266
00000010001110,0.937503
0000001000112,0.12599
0000001000113,0.016777
0000001000114,0.0035084
0000001000115,0.932149
0000001000116,1.19357
0000001000118,0
0000001000119,4.68751
0000001001001,1.38362
00000010010011,0.664699
00000010010012,4.27501
0000001001002,1.10666
0000001001003,0.609842
0000001001004,1.09674
0000001001005,1.25247
0000001001006,1.03099
0000001001008,0.914966
0000001001009,1.67512
0000001001011,1.71986
00000010010111,3.1515
0000001001012,3.86332
0000001001013,1.35217
0000001001014,1.58481
0000001001015,4.27169
0000001001016,3.84425
0000001001018,4.16969
0000001001019,10.6875
0000001001101,0.160255
00000010011012,3.77425
0000001001102,1.14275
0000001001103,0.319208
0000001001104,0.140741
0000001001105,1.11756
0000001001106,1.31218
0000001001108,1.67381
0000001001109,4.68728
0000001001111,0.639687
0000001001112,0.645225
0000001001113,0.114114
0000001001114,0.00553638
0000001001115,0.084293
0000001001116,2.05001
0000001001118,1.27174
0000001001119,11.7188
0000001010001,1.03877
00000010100010,3.04887
00000010100011,1.32388
00000010100012,4.27501
0000001010002,0.320732
0000001010003,0.454712
0000001010004,0.450567
0000001010005,0.914989
0000001010006,0.425359
0000001010008,0.95031
0000001010011,1.17149
00000010100110,10.6875
00000010100111,2.86395
0000001010012,0.94976
0000001010013,1.44681
0000001010014,0.9366
0000001010015,2.06881
0000001010016,1.63008
0000001010018,1.6875
0000001010101,0.0230406
00000010101010,4.24891
00000010101012,0
0000001010102,0.0415839
0000001010103,0.02304
0000001010104,0
0000001010105,0.0312535
0000001010106,0
0000001010108,0.632588
0000001010111,0.00124542
00000010101110,11.7188
0000001010112,0
0000001010113,0
0000001010114,1.12039
0000001010115,1.88262
0000001010116,2.77253
0000001010118,1.14376
0000001011001,2.07964
00000010110011,3.35275
00000010110012,10.6875
0000001011002,4.39437
0000001011003,2.49365
0000001011004,1.6614
0000001011005,2.76725
0000001011006,1.92597
0000001011008,2.83002
0000001011011,0.733984
00000010110111,1.69682
0000001011012,1.53351
0000001011013,0.67924
0000001011014,1.67652
0000001011015,1.71878
0000001011016,1.6578
